date,precipitation_sum,rain_sum,temp_max,temp_min,wind_speed_max,shortwave_radiation_sum,sunshine_duration,sunshine_hours
2026-02-25,1.6000001,0.40000004,1.7,-2.1,19.18246,3.46,3848.004,1.06889
2026-02-26,0.0,0.0,2.65,-2.5,12.98248,8.92,26297.781,7.3049393
2026-02-27,0.0,0.0,6.15,-3.85,16.189995,12.42,38460.953,10.6835985
2026-02-28,0.0,0.0,10.4,-2.55,15.710607,12.42,38681.902,10.744973
2026-03-01,0.0,0.0,13.05,-1.05,16.78156,12.74,38867.117,10.796421
2026-03-02,1.5000001,1.5000001,7.8,0.85,13.510796,7.75,21600.0,6.0
2026-03-03,0.0,0.0,8.05,0.2,15.661035,5.45,12277.779,3.4104943
2026-03-04,0.0,0.0,13.75,0.3,19.343927,13.02,39230.727,10.897424
2026-03-05,0.0,0.0,8.7,-1.25,15.589497,12.59,35696.816,9.915782
2026-03-06,0.0,0.0,10.65,-0.7,13.184308,13.46,39478.727,10.966313
2026-03-07,0.0,0.0,11.45,-1.35,6.945761,13.95,39600.0,11.0
2026-03-08,0.0,0.0,11.65,-0.5,12.221457,14.19,39600.0,11.0
2026-03-09,0.0,0.0,13.35,1.75,15.328561,14.65,39600.0,11.0
