date,precipitation_sum,rain_sum,temp_max,temp_min,wind_speed_max,shortwave_radiation_sum,sunshine_duration,sunshine_hours
2024-05-06,1.9000001,1.9000001,22.5,13.65,21.841648,22.07,45757.457,12.710404
2024-05-07,3.1999996,3.1999996,18.45,8.95,21.67487,16.87,30073.363,8.353712
2024-05-08,0.0,0.0,15.35,4.95,15.893093,23.09,45310.34,12.5862055
2024-05-09,0.0,0.0,18.05,4.7,11.212135,22.92,45657.656,12.682682
2024-05-10,0.0,0.0,19.8,5.95,17.651016,24.54,43200.0,12.0
2024-05-11,0.8,0.8,16.8,9.4,18.709612,17.06,32928.242,9.146734
2024-05-12,0.0,0.0,14.0,5.2,16.263872,22.47,50391.54,13.99765
2024-05-13,0.0,0.0,18.25,3.1,14.48972,24.16,51681.105,14.355863
2024-05-14,0.0,0.0,17.25,5.8,16.267857,25.66,53113.28,14.753689
2024-05-15,0.0,0.0,16.75,6.35,20.948164,23.32,53813.53,14.948203
2024-05-16,0.0,0.0,18.95,6.85,22.545315,26.6,53894.766,14.970768
2024-05-17,0.0,0.0,20.1,8.65,26.302181,27.52,46800.0,13.0
2024-05-18,5.2000003,5.2000003,18.9,10.65,15.124284,20.41,43254.254,12.015071
2024-05-19,1.3000001,1.3000001,22.2,9.4,11.609651,23.4,50400.0,14.0
2024-05-20,3.3,3.3,23.5,12.2,19.08,21.23,44891.67,12.469909
2024-05-21,0.3,0.3,25.0,12.0,14.332341,25.36,53494.797,14.859666
2024-05-22,0.0,0.0,24.95,14.35,16.215992,22.83,48985.727,13.607146
2024-05-23,0.3,0.3,25.8,13.95,23.507753,23.96,50129.52,13.924867
2024-05-24,0.0,0.0,26.55,12.75,19.191748,26.25,54000.0,15.0
2024-05-25,3.8,3.8,25.7,14.45,19.969458,25.3,54000.0,15.0
2024-05-26,0.0,0.0,25.7,13.2,15.629972,27.49,54000.0,15.0
2024-05-27,0.0,0.0,25.15,12.0,13.358861,27.15,54000.0,15.0
2024-05-28,0.2,0.2,23.4,14.25,22.027763,20.58,40425.016,11.229171
2024-05-29,1.5,1.5,25.1,11.3,16.299694,22.85,50400.0,14.0
2024-05-30,3.3,3.3,19.05,12.5,16.75064,16.46,35538.38,9.871772
2024-05-31,7.3999996,7.3999996,22.0,10.9,14.05845,20.54,38127.547,10.590985
2024-06-01,8.4,8.4,24.4,13.95,19.770523,21.44,40717.984,11.310552
2024-06-02,4.2,4.2,20.8,14.9,22.366402,22.61,48474.28,13.465078
2024-06-03,1.5,1.5,23.5,15.05,19.08,24.23,46304.168,12.862268
2024-06-04,6.1,6.1,23.0,14.95,11.090103,22.54,41045.266,11.401463
2024-06-05,1.9000002,1.9000002,21.9,14.25,20.364674,23.59,40941.71,11.372698
2024-06-06,0.2,0.2,24.2,13.7,17.227419,25.51,54207.62,15.0576725
2024-06-07,4.7999997,4.7999997,23.65,15.5,18.416384,20.05,38993.617,10.83156
2024-06-08,1.1000001,1.1000001,22.65,14.8,15.192682,25.44,54000.0,15.0
2024-06-09,2.5999997,2.5999997,21.75,16.15,20.056877,12.79,14400.0,4.0
2024-06-10,18.5,18.5,24.65,16.15,18.289274,15.39,20071.281,5.575356
2024-06-11,21.599998,21.599998,21.5,16.05,20.018072,14.24,15594.527,4.3318133
2024-06-12,0.0,0.0,19.85,11.25,16.09969,27.47,46963.34,13.045372
2024-06-13,3.5,3.5,19.2,11.7,15.03835,17.19,25636.475,7.121243
2024-06-14,8.800002,8.800002,16.7,10.95,20.265795,14.71,21056.535,5.8490376
2024-06-15,0.0,0.0,21.0,9.65,10.703569,25.97,53729.008,14.924725
2024-06-16,0.0,0.0,23.8,11.05,9.0,27.85,54594.18,15.16505
2024-06-17,0.2,0.2,23.5,15.95,16.267857,23.62,44410.34,12.3362055
2024-06-18,0.0,0.0,27.1,14.7,9.72,27.14,54598.617,15.166283
2024-06-19,0.0,0.0,28.5,18.15,21.638964,26.34,54602.39,15.167331
2024-06-20,0.1,0.1,22.25,14.5,28.775238,28.69,50410.504,14.002917
2024-06-21,0.0,0.0,26.45,12.5,9.387651,28.92,54000.0,15.0
2024-06-22,1.1,1.1,29.5,17.4,15.484185,21.09,33196.027,9.221119
2024-06-23,15.2,15.2,23.85,17.35,15.856356,19.87,35549.12,9.874756
2024-06-24,0.0,0.0,21.8,13.0,17.477621,20.86,38884.926,10.801369
2024-06-25,0.4,0.4,23.15,13.2,11.183201,19.7,52672.375,14.631215
2024-06-26,0.0,0.0,27.7,15.9,14.336861,26.94,51067.758,14.185489
2024-06-27,0.0,0.0,28.6,18.2,18.971008,26.52,47674.125,13.242812
2024-06-28,0.1,0.1,29.55,18.9,12.522619,26.67,54000.0,15.0
2024-06-29,4.1,4.1,26.65,18.5,12.6462,21.75,48020.15,13.33893
2024-06-30,0.0,0.0,30.35,19.35,17.072504,26.82,54000.0,15.0
2024-07-01,13.7,13.7,28.2,18.5,15.575981,17.29,23551.785,6.5421624
2024-07-02,13.8,13.8,21.8,14.55,21.09305,11.8,12735.056,3.5375154
2024-07-03,6.4,6.4,17.0,13.5,11.753876,8.05,635.38513,0.17649586
2024-07-04,4.599999,4.599999,20.1,13.75,13.049689,16.87,31964.723,8.879089
2024-07-05,2.9,2.9,21.2,14.5,23.97989,23.9,54000.0,15.0
2024-07-06,0.4,0.4,27.55,15.1,17.906157,24.92,45586.953,12.663042
2024-07-07,0.0,0.0,29.75,18.35,17.727943,25.18,54000.0,15.0
2024-07-08,1.9000001,1.9000001,26.1,17.95,13.004921,23.24,45534.383,12.648439
2024-07-09,0.6,0.6,28.3,19.0,11.384198,19.29,30980.773,8.60577
2024-07-10,0.1,0.1,30.3,20.25,13.5515,26.02,54000.0,15.0
2024-07-11,0.0,0.0,32.3,20.95,15.273505,25.89,54000.0,15.0
2024-07-12,0.4,0.4,31.65,19.65,10.464798,25.7,54000.0,15.0
2024-07-13,0.5,0.5,34.05,22.8,20.12461,26.17,52637.074,14.621409
2024-07-14,2.8,2.8,32.9,20.85,19.171478,21.7,43905.473,12.195965
2024-07-15,0.6,0.6,30.0,19.35,10.195057,21.01,44186.707,12.274085
2024-07-16,0.3,0.3,32.9,21.45,16.418526,23.71,50895.77,14.137713
2024-07-17,0.8,0.8,29.85,19.85,12.599998,22.33,50360.438,13.989011
2024-07-18,4.8,4.8,26.45,19.25,17.026896,23.2,52428.793,14.563554
2024-07-19,0.0,0.0,26.1,16.4,11.928989,21.99,48571.41,13.492059
2024-07-20,0.0,0.0,27.4,15.1,10.883676,23.17,47661.86,13.239406
2024-07-21,3.2,3.2,22.35,16.5,11.525623,12.19,3529.9907,0.980553
2024-07-22,0.2,0.2,26.35,15.85,5.2416787,22.73,43200.0,12.0
2024-07-23,16.000002,16.000002,24.7,17.9,19.493261,19.02,40926.23,11.368398
2024-07-24,1.0,1.0,25.7,15.75,18.331741,23.12,43200.0,12.0
2024-07-25,4.2,4.2,21.7,15.6,20.421871,16.27,35055.773,9.737715
2024-07-26,2.9000003,2.9000003,22.65,14.9,15.856354,19.6,46817.547,13.004874
2024-07-27,0.0,0.0,26.15,14.8,12.261158,25.84,54000.0,15.0
2024-07-28,0.3,0.3,29.9,16.9,32.761974,24.05,47302.69,13.139636
2024-07-29,0.0,0.0,21.95,13.15,31.557035,22.78,54000.0,15.0
2024-07-30,0.0,0.0,23.0,14.1,26.574244,20.89,54000.0,15.0
2024-07-31,0.0,0.0,25.95,13.75,15.226764,26.23,54000.0,15.0
2024-08-01,0.5,0.5,24.6,16.65,17.518356,15.57,28789.91,7.997197
2024-08-02,1.1,1.1,26.55,16.15,8.766573,19.14,49293.125,13.692534
2024-08-03,13.8,13.8,19.5,16.65,19.881649,6.36,0.0,0.0
2024-08-04,0.2,0.2,23.75,15.75,14.20062,22.16,47243.36,13.123156
2024-08-05,10.7,10.7,22.15,15.15,19.523155,11.23,13074.531,3.6318142
2024-08-06,4.5,4.5,20.65,13.7,14.021525,15.38,33690.41,9.358447
2024-08-07,0.2,0.2,24.25,14.05,9.726665,23.32,50318.23,13.977286
2024-08-08,0.0,0.0,25.85,15.75,11.367109,20.81,50777.38,14.104828
2024-08-09,1.9000001,1.9000001,23.35,16.65,10.966713,14.16,24128.055,6.7022376
2024-08-10,0.0,0.0,25.85,16.95,15.646544,22.47,48143.875,13.373299
2024-08-11,0.1,0.1,25.75,16.15,22.79684,21.55,49485.312,13.74592
2024-08-12,0.0,0.0,23.4,12.95,12.303366,22.22,48427.93,13.452203
2024-08-13,0.0,0.0,24.45,12.7,11.983188,23.91,49272.85,13.686903
2024-08-14,0.0,0.0,25.1,12.45,14.494192,24.44,48980.742,13.605762
2024-08-15,0.0,0.0,28.4,14.0,11.966953,23.83,48691.137,13.525315
2024-08-16,0.1,0.1,30.1,18.1,11.113451,21.22,46927.52,13.035422
2024-08-17,0.3,0.3,30.3,18.95,10.239453,21.41,47369.58,13.158216
2024-08-18,0.0,0.0,29.6,18.2,9.449572,20.72,47228.33,13.11898
2024-08-19,0.0,0.0,30.85,20.2,11.753877,21.16,47268.004,13.130001
2024-08-20,6.1,6.1,28.3,19.3,15.542662,17.39,42040.69,11.67797
2024-08-21,0.0,0.0,29.8,17.15,28.657898,20.97,46976.21,13.048947
2024-08-22,4.5,4.5,21.45,16.55,17.174677,18.59,36000.0,10.0
2024-08-23,0.2,0.2,23.85,12.0,10.495713,20.17,44470.188,12.35283
2024-08-24,0.0,0.0,28.25,15.9,11.165805,20.91,45733.42,12.703729
2024-08-25,0.0,0.0,30.2,18.0,15.509274,21.73,46800.0,13.0
2024-08-26,0.0,0.0,28.95,16.85,12.015589,20.86,45374.48,12.604022
2024-08-27,0.5,0.5,27.8,19.1,16.167967,18.84,46800.0,13.0
2024-08-28,0.0,0.0,28.6,18.65,15.496736,20.4,46800.0,13.0
2024-08-29,1.0,1.0,27.5,17.7,16.80857,19.02,46800.0,13.0
2024-08-30,0.0,0.0,28.9,16.55,9.449572,19.62,46800.0,13.0
2024-08-31,0.0,0.0,28.35,17.5,10.703569,19.24,46800.0,13.0
2024-09-01,0.0,0.0,26.25,15.95,9.726665,15.12,30914.895,8.587471
2024-09-02,0.0,0.0,28.25,15.3,11.457958,19.92,46752.805,12.98689
2024-09-03,0.0,0.0,27.5,15.2,12.43434,20.21,46625.117,12.951422
2024-09-04,0.0,0.0,26.65,18.0,18.1041,18.48,46497.332,12.915926
2024-09-05,0.1,0.1,25.25,17.5,20.724247,16.47,42759.664,11.877685
2024-09-06,0.0,0.0,26.6,14.85,24.014996,18.93,46241.926,12.844979
2024-09-07,0.0,0.0,26.85,16.45,17.10284,19.18,46114.51,12.809587
2024-09-08,0.0,0.0,24.75,14.75,21.142147,19.97,45987.45,12.774291
2024-09-09,0.0,0.0,24.85,15.55,25.537172,19.45,45440.547,12.622375
2024-09-10,7.8,7.8,21.05,15.15,18.278645,6.78,8241.548,2.2893188
2024-09-11,5.0999994,5.0999994,18.6,15.25,9.72,5.76,3682.9817,1.0230504
2024-09-12,2.0,2.0,21.0,15.1,8.891344,9.81,20385.307,5.6625853
2024-09-13,4.7,4.7,21.5,14.15,14.4,10.0,15052.17,4.1811585
2024-09-14,48.20001,48.20001,21.55,12.1,23.828083,8.77,14017.408,3.8937244
2024-09-15,4.2000003,4.2000003,16.8,8.3,16.323528,10.45,23109.26,6.419239
2024-09-16,4.7000003,4.7000003,17.95,12.95,20.674158,3.93,3759.2842,1.0442456
2024-09-17,0.0,0.0,22.85,11.7,18.486622,16.78,39600.0,11.0
2024-09-18,1.6,1.6,20.7,9.85,17.873556,15.58,42608.85,11.835793
2024-09-19,0.2,0.2,19.85,11.15,19.45333,16.69,42557.508,11.82153
2024-09-20,0.0,0.0,20.35,6.2,13.37825,17.4,42430.68,11.7863
2024-09-21,0.0,0.0,21.5,9.3,9.693296,16.54,42341.383,11.761496
2024-09-22,0.0,0.0,21.95,8.95,9.449572,16.02,42251.957,11.736654
2024-09-23,0.0,0.0,23.55,11.75,9.746631,15.97,42162.395,11.711777
2024-09-24,0.0,0.0,24.15,11.65,16.203999,15.41,41927.953,11.646653
2024-09-25,4.8,4.8,21.55,14.45,19.576189,12.07,30072.854,8.35357
2024-09-26,0.1,0.1,21.45,13.15,26.882141,10.33,27430.918,7.6196995
2024-09-27,0.0,0.0,23.5,17.9,27.134665,8.75,20949.033,5.8191757
2024-09-28,9.700001,9.700001,19.1,13.15,21.528631,7.95,19094.344,5.303984
2024-09-29,10.700003,10.700003,12.9,9.4,20.275383,4.14,0.0,0.0
2024-09-30,11.699999,11.699999,9.3,6.4,21.697279,2.47,0.0,0.0
2024-10-01,1.7000002,1.7000002,10.5,3.95,16.276815,5.07,1894.1973,0.5261659
2024-10-02,0.0,0.0,15.3,4.0,15.561413,13.4,32959.926,9.155535
2024-10-03,7.2999997,7.2999997,13.6,10.4,14.33234,3.57,604.5991,0.1679442
2024-10-04,11.200002,11.200002,12.3,10.5,15.575981,1.98,0.0,0.0
2024-10-05,3.9,3.9,14.35,11.2,12.440851,2.71,0.0,0.0
2024-10-06,2.3999999,2.3999999,12.2,10.0,13.581354,3.09,0.0,0.0
2024-10-07,0.3,0.3,13.7,8.35,16.663374,7.54,19466.723,5.407423
2024-10-08,0.0,0.0,19.0,9.2,20.150354,12.27,38400.6,10.666834
2024-10-09,0.0,0.0,21.4,11.75,17.703253,11.57,37011.73,10.281036
2024-10-10,0.0,0.0,21.35,13.65,29.834423,11.31,36713.785,10.198274
2024-10-11,7.1,7.1,15.4,8.0,18.709612,2.19,0.0,0.0
2024-10-12,0.1,0.1,11.7,5.35,13.797913,8.89,25350.377,7.0417714
2024-10-13,4.1,4.1,14.1,4.1,24.648829,9.54,32223.334,8.950926
2024-10-14,0.0,0.0,10.9,6.15,34.597477,5.83,16845.646,4.679346
2024-10-15,0.6,0.6,10.15,4.55,13.888023,4.49,4589.1025,1.2747507
2024-10-16,0.1,0.1,11.35,3.05,15.536408,8.51,25200.0,7.0
2024-10-17,0.0,0.0,10.6,0.95,14.784126,11.57,36058.953,10.016376
2024-10-18,0.0,0.0,12.3,3.25,16.529644,11.42,36119.254,10.033126
2024-10-19,0.0,0.0,10.55,1.3,15.926694,11.2,36000.0,10.0
2024-10-20,0.0,0.0,11.75,0.85,12.242646,11.06,36000.0,10.0
2024-10-21,0.0,0.0,14.9,2.0,14.721535,10.8,35946.098,9.985027
2024-10-22,0.0,0.0,15.8,2.3,16.075521,9.99,34879.508,9.688752
2024-10-23,0.2,0.2,13.75,6.05,17.604149,6.36,19647.965,5.457768
2024-10-24,0.0,0.0,11.4,3.35,8.805294,7.17,24861.541,6.9059834
2024-10-25,0.0,0.0,12.85,0.6,9.595874,9.76,35551.312,9.875364
2024-10-26,0.0,0.0,14.7,2.65,11.767651,7.48,30943.645,8.595457
2024-10-27,0.0,0.0,16.05,5.35,14.7742605,5.2,19356.79,5.376886
2024-10-28,0.1,0.1,13.65,5.9,19.361507,4.98,18000.0,5.0
2024-10-29,0.0,0.0,14.7,5.25,14.761098,4.66,20802.213,5.7783923
2024-10-30,1.1,1.1,14.25,10.6,20.750027,6.15,28071.049,7.7975135
2024-10-31,0.6,0.6,12.7,8.7,20.948164,3.87,13055.896,3.626638
2024-11-01,0.0,0.0,16.65,8.4,33.65422,8.48,32089.666,8.913796
2024-11-02,0.70000005,0.70000005,10.4,2.1,29.792038,5.3,17587.316,4.8853655
2024-11-03,0.0,0.0,5.7,-1.6,24.058802,7.12,30774.799,8.548555
2024-11-04,0.70000005,0.70000005,8.75,0.15,29.884878,4.12,18976.977,5.2713823
2024-11-05,0.0,0.0,6.65,-1.9,9.840914,8.2,33067.09,9.185303
2024-11-06,0.0,0.0,8.5,-1.35,10.765445,8.08,32629.941,9.063872
2024-11-07,0.0,0.0,8.7,-1.55,11.207801,7.38,32594.793,9.05411
2024-11-08,0.0,0.0,4.55,2.05,10.706596,2.48,444.54416,0.12348449
2024-11-09,0.0,0.0,5.3,1.4,17.441433,4.41,12506.299,3.4739718
2024-11-10,0.0,0.0,6.8,-0.7,14.037692,6.81,27610.047,7.6694574
2024-11-11,0.0,0.0,4.75,-2.15,11.213581,4.8,17924.719,4.9790883
2024-11-12,0.0,0.0,1.9,-0.8,13.154786,2.25,0.0,0.0
2024-11-13,1.1000001,0.0,1.05,-1.0,12.503199,1.43,0.0,0.0
2024-11-14,1.2000002,0.5,1.85,-0.6,19.581154,1.25,0.0,0.0
2024-11-15,1.7,1.4,5.45,1.1,21.966637,3.0,6196.876,1.7213545
2024-11-16,0.0,0.0,7.2,1.75,19.313757,3.26,12461.693,3.4615815
2024-11-17,0.0,0.0,7.05,1.0,20.340796,6.3,29541.387,8.205941
2024-11-18,0.0,0.0,6.4,0.95,28.48326,5.75,20181.52,5.6059775
2024-11-19,0.0,0.0,7.85,-0.3,25.568237,5.52,23823.31,6.617586
2024-11-20,8.800001,8.300001,9.85,0.6,27.77838,1.12,3600.0,1.0
2024-11-21,0.0,0.0,2.05,-2.0,25.740627,3.29,17901.305,4.9725847
2024-11-22,3.3999996,0.0,-0.05,-1.8,20.035059,2.09,0.0,0.0
2024-11-23,0.3,0.0,1.85,-1.7,26.00486,2.96,7200.0,2.0
2024-11-24,1.1,0.5,1.95,-2.1,21.34803,2.34,4024.7751,1.1179931
2024-11-25,0.0,0.0,5.7,1.55,15.606114,4.42,20615.648,5.726569
2024-11-26,0.0,0.0,7.05,-0.3,13.213764,5.54,28996.924,8.054701
2024-11-27,0.70000005,0.70000005,6.8,1.2,14.926983,2.2,5820.449,1.6167915
2024-11-28,7.5,7.5,7.7,-0.15,18.030573,3.72,18675.525,5.187646
2024-11-29,0.9000001,0.9000001,6.3,0.75,13.062098,4.17,21381.178,5.939216
2024-11-30,0.5,0.5,3.9,2.9,12.750811,1.48,0.0,0.0
2024-12-01,0.0,0.0,6.15,1.2,11.7,3.9,17568.61,4.8801694
2024-12-02,0.0,0.0,4.35,-0.25,14.332341,2.82,5049.348,1.4025967
2024-12-03,0.0,0.0,4.9,-0.55,11.837651,3.49,20590.758,5.719655
2024-12-04,0.2,0.2,3.1,-0.4,7.538541,1.84,0.0,0.0
2024-12-05,0.0,0.0,2.25,-0.35,10.4493065,1.41,0.0,0.0
2024-12-06,0.0,0.0,2.85,-1.3,14.87153,4.45,22942.965,6.373046
2024-12-07,0.70000005,0.70000005,2.3,0.0,8.891343,1.31,0.0,0.0
2024-12-08,4.5000005,2.9,2.7,-1.0,14.739132,0.89,0.0,0.0
2024-12-09,5.4,2.8000002,2.25,0.35,17.917007,0.67,0.0,0.0
2024-12-10,8.299998,0.099999964,0.3,-0.95,17.137852,0.74,0.0,0.0
2024-12-11,2.5,0.3,-0.25,-1.25,14.447172,1.07,0.0,0.0
2024-12-12,1.0000001,0.6,0.65,-0.7,16.685719,1.57,0.0,0.0
2024-12-13,0.6,0.0,-0.45,-7.15,16.50218,4.24,18146.863,5.0407953
2024-12-14,0.0,0.0,-0.15,-6.65,17.418196,4.6,23682.445,6.578457
2024-12-15,2.0,0.3,1.0,-0.8,28.227306,1.32,0.0,0.0
2024-12-16,8.8,7.8999996,7.75,1.2,37.242603,0.81,0.0,0.0
2024-12-17,5.6,5.6,7.7,5.8,32.786694,0.83,0.0,0.0
2024-12-18,1.0,1.0,8.3,2.85,25.846146,3.76,25200.0,7.0
2024-12-19,0.0,0.0,9.45,3.65,22.766264,4.33,26458.914,7.3496985
2024-12-20,1.5,1.5,7.5,2.35,20.36865,0.98,0.0,0.0
2024-12-21,0.0,0.0,3.0,-1.0,14.689588,1.95,2025.9124,0.56275344
2024-12-22,0.0,0.0,3.45,-2.15,18.919704,4.22,24701.955,6.8616543
2024-12-23,1.0,0.0,0.85,-3.35,13.151091,2.16,685.1042,0.19030672
2024-12-24,0.4,0.3,-0.2,-2.4,15.2947035,1.17,0.0,0.0
2024-12-25,0.0,0.0,0.2,-3.25,14.007655,1.23,0.0,0.0
2024-12-26,0.0,0.0,-0.4,-4.1,7.7043357,3.83,22781.535,6.328204
2024-12-27,0.0,0.0,0.55,-4.6,9.721666,1.08,0.0,0.0
2024-12-28,0.0,0.0,1.5,-0.8,6.6818557,1.62,0.0,0.0
2024-12-29,0.0,0.0,1.75,-2.0,13.441071,1.54,329.70462,0.091584615
2024-12-30,0.0,0.0,3.35,-1.35,20.163212,4.59,26230.672,7.286298
2024-12-31,0.0,0.0,5.8,-1.65,23.706076,4.71,27114.46,7.5317945
2025-01-01,0.0,0.0,6.1,-0.4,27.407917,4.74,26527.312,7.368698
2025-01-02,0.1,0.1,5.0,1.5,30.186916,4.1,19441.467,5.4004073
2025-01-03,2.8,0.10000001,0.9,-2.5,20.530258,1.88,4081.836,1.1338433
2025-01-04,0.2,0.0,-1.3,-6.2,27.256777,3.63,20199.957,5.6110992
2025-01-05,0.0,0.0,-0.5,-7.55,16.580532,4.41,22885.766,6.357157
2025-01-06,3.6999998,1.5000001,7.4,-2.0,25.591038,3.86,21156.69,5.876858
2025-01-07,0.0,0.0,11.65,6.3,26.712873,4.36,26453.56,7.3482113
2025-01-08,5.7999997,5.7999997,7.65,1.1,26.441011,3.7,20116.506,5.5879183
2025-01-09,0.2,0.2,10.25,1.65,27.014996,1.35,716.79956,0.19911098
2025-01-10,5.1,1.6,10.55,-0.1,25.471748,0.75,0.0,0.0
2025-01-11,2.8000002,0.1,1.1,-2.4,26.398705,3.9,18000.0,5.0
2025-01-12,2.9,0.0,-0.45,-2.95,21.96295,2.84,3600.0,1.0
2025-01-13,0.0,0.0,-1.05,-4.2,13.934605,4.06,18288.6,5.0801663
2025-01-14,0.0,0.0,-0.75,-4.2,19.726225,4.64,14424.317,4.006755
2025-01-15,6.2999997,0.1,-0.05,-2.15,22.33161,1.52,0.0,0.0
2025-01-16,0.0,0.0,0.75,-0.15,19.14865,2.22,0.0,0.0
2025-01-17,0.0,0.0,1.7,-0.05,26.302181,5.41,22365.938,6.2127604
2025-01-18,0.0,0.0,3.2,-0.95,21.079222,5.97,28701.625,7.9726734
2025-01-19,0.0,0.0,1.0,-3.25,13.379461,3.2,1309.9979,0.36388832
2025-01-20,0.0,0.0,5.05,-4.2,10.315115,6.18,30958.738,8.599649
2025-01-21,0.0,0.0,4.3,-0.55,10.464798,4.05,6375.6294,1.7710081
2025-01-22,0.0,0.0,1.55,-1.05,11.08572,1.74,0.0,0.0
2025-01-23,0.0,0.0,6.3,-1.75,14.759999,6.17,30284.973,8.412493
2025-01-24,1.0,0.70000005,3.0,-1.8,10.813492,1.48,0.0,0.0
2025-01-25,0.0,0.0,6.9,-1.8,18.023384,5.02,21311.887,5.9199686
2025-01-26,0.0,0.0,10.5,1.4,20.793701,5.35,22651.05,6.2919583
2025-01-27,0.0,0.0,10.7,3.95,19.386593,6.31,28800.0,8.0
